RecordID,EmployeeID,Month,DaysAbsent,DaysPresent,OvertimeHours,RemoteDays
7e32eb30-f97d-4170-812b-85a57ca132d0,63ea8af5-49bb-4cc2-bd0b-f0db7263ce23,2026-05,0,22,6,9
32245756-fccf-4793-941b-a7ea2af4a8a0,63ea8af5-49bb-4cc2-bd0b-f0db7263ce23,2026-04,1,21,10,7
65ef4651-41ed-4811-8ed1-119e9ee7087b,63ea8af5-49bb-4cc2-bd0b-f0db7263ce23,2026-03,0,22,14,1
68173a01-59c8-448f-acf8-bd1f2e981b9f,63ea8af5-49bb-4cc2-bd0b-f0db7263ce23,2026-02,1,21,5,6
949f10b3-73e0-41a6-a548-bcb0a1412a5b,3e2d6ef6-a477-4105-9cbc-0447b18f56b2,2026-07,0,22,6,0
8d0d04d1-27fd-4444-a97e-259eec794c12,3e2d6ef6-a477-4105-9cbc-0447b18f56b2,2026-06,1,21,12,6
b36cf7b7-a886-47f0-87c9-dcfdea049c43,3e2d6ef6-a477-4105-9cbc-0447b18f56b2,2026-05,0,22,14,7
40791457-645c-43df-b1ac-b3c23112ff47,3e2d6ef6-a477-4105-9cbc-0447b18f56b2,2026-04,0,22,8,4
90d2b342-4a71-4ea9-a865-25a4b3191bee,3e2d6ef6-a477-4105-9cbc-0447b18f56b2,2026-03,0,22,15,9
8ae90e30-ac65-4ac1-aba2-96ce26a3ce30,3e2d6ef6-a477-4105-9cbc-0447b18f56b2,2026-02,0,22,9,3
87303fe9-1673-4c9d-9a5e-dbfd2acc7498,30cbbd22-243e-4f2b-8b80-7eda9664bb1b,2026-07,0,22,15,9
ce9ad969-b245-4d8f-b29a-58e114512c84,30cbbd22-243e-4f2b-8b80-7eda9664bb1b,2026-06,0,22,5,2
84721c2b-ccb6-4373-835f-74edb1a09dbf,30cbbd22-243e-4f2b-8b80-7eda9664bb1b,2026-05,0,22,11,0
7f63b506-5775-42f3-96bc-a79c56ed9665,30cbbd22-243e-4f2b-8b80-7eda9664bb1b,2026-04,0,22,8,1
d7394e10-8c01-47f0-8f38-c7a0527102b5,30cbbd22-243e-4f2b-8b80-7eda9664bb1b,2026-03,1,21,13,4
584477a7-94dc-4a9e-90cb-820b08c3de19,30cbbd22-243e-4f2b-8b80-7eda9664bb1b,2026-02,1,21,6,6
fa8372dc-0c49-4ad9-b263-5f8b21ca66f8,35de6050-e5ca-4246-a36d-2ed83ac0b993,2026-07,0,22,7,7
204014d1-824e-40b4-ace8-f62cd33e1cda,35de6050-e5ca-4246-a36d-2ed83ac0b993,2026-06,0,22,5,1
cc761cf4-b79f-4a1f-b0af-0699e7a37e23,35de6050-e5ca-4246-a36d-2ed83ac0b993,2026-05,1,21,7,9
417a7526-be3a-41c8-bdd4-d8f27dddce80,35de6050-e5ca-4246-a36d-2ed83ac0b993,2026-04,1,21,14,8
35545055-04a2-4114-9941-4d31fc79d009,35de6050-e5ca-4246-a36d-2ed83ac0b993,2026-03,0,22,8,10
e306b962-841e-4478-82b1-20b32f87a5cb,35de6050-e5ca-4246-a36d-2ed83ac0b993,2026-02,0,22,11,0
859e3c73-9f0d-46d6-b886-8569cc0ae28e,f031f4b5-0af6-40d4-864f-1b4510c6b826,2026-07,0,22,7,9
aeac229e-bd0d-4936-9ace-4caf4d128c10,f031f4b5-0af6-40d4-864f-1b4510c6b826,2026-06,0,22,14,1
9367049b-9dc7-4276-b77f-9cf6bd0068fd,f031f4b5-0af6-40d4-864f-1b4510c6b826,2026-05,0,22,9,1
0dce3fc8-ecf1-4676-b76c-8f3927180cd4,f031f4b5-0af6-40d4-864f-1b4510c6b826,2026-04,0,22,6,7
352731ab-1094-42d0-9bc1-41b05ea00fe0,f031f4b5-0af6-40d4-864f-1b4510c6b826,2026-03,0,22,15,8
2bc84c78-5b0c-491c-9c90-bef929a5f7cb,f031f4b5-0af6-40d4-864f-1b4510c6b826,2026-02,0,22,12,5
cc2e19af-c84b-4407-83b0-f9d3a670174a,dd5408b5-a2f9-493a-8594-e9dc4413cecb,2026-07,0,22,10,5
9b5eace7-354d-4ac9-bc9a-e46879ad64ef,dd5408b5-a2f9-493a-8594-e9dc4413cecb,2026-06,1,21,12,3
a11f6965-d9dc-40e6-84c0-f4dd431cf1f3,dd5408b5-a2f9-493a-8594-e9dc4413cecb,2026-05,0,22,8,8
d46a0581-f331-4456-b631-6c82136f31e7,dd5408b5-a2f9-493a-8594-e9dc4413cecb,2026-04,1,21,6,5
7cacddf1-6070-478b-82dd-df6b3b8a7417,dd5408b5-a2f9-493a-8594-e9dc4413cecb,2026-03,0,22,13,6
f384e65d-9c62-4da9-8388-7464cdb7d318,dd5408b5-a2f9-493a-8594-e9dc4413cecb,2026-02,1,21,15,1
f644aa3b-c997-4786-b86c-a28062a29312,aa5ba654-63eb-4b30-9fa0-a9b506664837,2026-07,0,22,9,9
197f504b-8e0b-4fdb-b571-893dd8eac20b,aa5ba654-63eb-4b30-9fa0-a9b506664837,2026-06,0,22,15,1
558f8556-c0bb-402a-9dc8-83e6952e4969,aa5ba654-63eb-4b30-9fa0-a9b506664837,2026-05,1,21,9,8
85d7ae6a-90d6-4e1d-b863-713ca93a2dec,aa5ba654-63eb-4b30-9fa0-a9b506664837,2026-04,0,22,8,0
8aac81a9-79b1-4300-aae8-96a1e40fe9f3,aa5ba654-63eb-4b30-9fa0-a9b506664837,2026-03,1,21,5,10
87cd77c6-51a3-41bc-b0a0-02dd04a1e0e8,aa5ba654-63eb-4b30-9fa0-a9b506664837,2026-02,1,21,11,0
993195fe-3be6-486f-b2b3-44b460dc26b1,a700aaa9-a00d-42ee-88e8-bae0ceaa1610,2026-07,4,18,5,6
885ee843-b452-48a9-8606-c7a605501554,a700aaa9-a00d-42ee-88e8-bae0ceaa1610,2026-06,5,17,5,0
bd5fc635-c454-49d2-9780-79a5cf2be27f,a700aaa9-a00d-42ee-88e8-bae0ceaa1610,2026-05,4,18,0,2
98ae6546-bb54-4f68-a0e4-9be2dc4dbc6c,a700aaa9-a00d-42ee-88e8-bae0ceaa1610,2026-04,3,19,3,7
43afe55e-56e8-4e76-b74c-dc9ed04d0b73,a700aaa9-a00d-42ee-88e8-bae0ceaa1610,2026-03,6,16,4,8
bcf5860c-4cd5-4b5d-9843-91280c61bad1,a700aaa9-a00d-42ee-88e8-bae0ceaa1610,2026-02,5,17,3,10
6dced721-f985-4e7c-adf9-03acbdb872d7,4227dbcd-8184-470a-b836-8c44040351e6,2026-07,2,20,5,2
8a184bc7-ac8f-4088-9cfe-4d12323d547f,4227dbcd-8184-470a-b836-8c44040351e6,2026-06,6,16,2,5
00084a44-a5ff-4fde-b0eb-2613bd3aac99,4227dbcd-8184-470a-b836-8c44040351e6,2026-05,2,20,4,10
270e0a73-d53a-4d45-ac4d-15f88d2c0206,4227dbcd-8184-470a-b836-8c44040351e6,2026-04,3,19,5,10
28a4e3da-76e0-404d-ad03-5017bf61a4e7,4227dbcd-8184-470a-b836-8c44040351e6,2026-03,6,16,2,7
acabbfe4-c5c2-4c4e-a4b3-1e6a78683901,4227dbcd-8184-470a-b836-8c44040351e6,2026-02,5,17,1,4
f8818db3-92c6-4411-95d5-267cf6318618,3c793c83-b5d2-4c1e-ba41-d4343667fa67,2026-07,1,21,1,0
f25106b9-a9de-469a-b9dc-26a0963e1895,3c793c83-b5d2-4c1e-ba41-d4343667fa67,2026-06,3,19,8,6
233cd898-1cc6-4900-aec2-ae969fdb4ac2,3c793c83-b5d2-4c1e-ba41-d4343667fa67,2026-05,1,21,7,5
7245a46a-a439-430f-bf61-1130d30e00ae,3c793c83-b5d2-4c1e-ba41-d4343667fa67,2026-04,1,21,10,5
b76c183b-9bcd-4662-a754-f25c7e212bf2,3c793c83-b5d2-4c1e-ba41-d4343667fa67,2026-03,2,20,8,10
2bf36445-7490-46ec-ace5-617dfcdd667e,3c793c83-b5d2-4c1e-ba41-d4343667fa67,2026-02,2,20,3,1
f8aa1c00-b22c-4c64-b720-a4a4ae53a795,b81ac3ac-b77b-4f53-9b27-3be43f27863f,2026-07,0,22,10,3
722b5014-24c8-4012-b134-cd14d68d892d,b81ac3ac-b77b-4f53-9b27-3be43f27863f,2026-06,1,21,9,8
b2c94cf9-bc6a-45a4-9635-dc693b76d578,b81ac3ac-b77b-4f53-9b27-3be43f27863f,2026-05,0,22,14,8
e9232640-b40a-4ea0-b646-fdc93763bf16,b81ac3ac-b77b-4f53-9b27-3be43f27863f,2026-04,0,22,10,3
55e404c3-b3ce-4f3d-9120-aad7a236a9e1,b81ac3ac-b77b-4f53-9b27-3be43f27863f,2026-03,1,21,14,6
97de8139-b333-4eba-b085-ba7aa06774be,b81ac3ac-b77b-4f53-9b27-3be43f27863f,2026-02,0,22,13,4
69938891-1fca-4042-9d82-f54e30b2c4e6,f5ce14b8-9404-484b-8a8f-6bc3648ce6be,2026-07,1,21,9,8
0c02ab82-bc2e-4c71-9381-891cbe73ede1,f5ce14b8-9404-484b-8a8f-6bc3648ce6be,2026-06,0,22,14,8
4ad7d110-501d-4b5c-aafa-eb085a07aa08,f5ce14b8-9404-484b-8a8f-6bc3648ce6be,2026-05,0,22,8,5
09d1af84-03f8-47c6-a782-2462f0d302ea,f5ce14b8-9404-484b-8a8f-6bc3648ce6be,2026-04,1,21,8,5
5fc64655-459b-4e78-8373-44ecd2874a29,f5ce14b8-9404-484b-8a8f-6bc3648ce6be,2026-03,1,21,5,6
d7adaca8-5159-4f82-8ed5-d1402a17196c,f5ce14b8-9404-484b-8a8f-6bc3648ce6be,2026-02,0,22,11,3
3a9afcaf-6021-4894-8ad5-303049300705,0ae1930c-73b7-4a96-9c27-86cc74e6674d,2026-07,1,21,6,2
c69fd04a-f230-4014-9546-be99b8319127,0ae1930c-73b7-4a96-9c27-86cc74e6674d,2026-06,1,21,7,5
168dbac1-7d94-4237-818b-8ec6c0953e5e,0ae1930c-73b7-4a96-9c27-86cc74e6674d,2026-05,1,21,13,1
75967f0e-6dab-4e27-8617-c3cf3f882263,0ae1930c-73b7-4a96-9c27-86cc74e6674d,2026-04,0,22,5,3
128edb61-b0c5-42b2-b94f-25ef1d064dc6,0ae1930c-73b7-4a96-9c27-86cc74e6674d,2026-03,1,21,5,1
89cb73e5-b9a0-4fae-9377-16b67d4a4293,0ae1930c-73b7-4a96-9c27-86cc74e6674d,2026-02,1,21,11,10
3a847cab-0a24-4b37-8aac-2b9a081606b9,637626c7-75c5-4b6b-85b0-87ef7145c5ba,2026-07,1,21,11,3
68a9e45a-c961-41b1-8839-1b70e5469077,0d39f601-db45-4d94-80fc-af9657a7577b,2026-07,1,21,12,5
fa729f2c-6409-4633-bed9-244cd1b702a7,0d39f601-db45-4d94-80fc-af9657a7577b,2026-06,0,22,10,0
b7333fd3-c95f-48f6-a1a2-75c57f38d28c,0d39f601-db45-4d94-80fc-af9657a7577b,2026-05,0,22,15,5
2d970adf-fb60-42b5-94c9-acde3667f5a5,0d39f601-db45-4d94-80fc-af9657a7577b,2026-04,0,22,7,10
bd0b492a-e219-4d4c-88c3-383bce32b8ad,0d39f601-db45-4d94-80fc-af9657a7577b,2026-03,0,22,5,3
ca285a87-b47c-415a-8cbd-20cd0ce42025,0d39f601-db45-4d94-80fc-af9657a7577b,2026-02,0,22,8,9
1190238f-93cf-438c-9810-1c97f3bbe43c,c35ede2b-81c0-4f9a-b989-74819a977673,2026-07,3,19,6,9
0b9fbd6d-48ef-4783-9383-d0bc9f3b38d2,c35ede2b-81c0-4f9a-b989-74819a977673,2026-06,2,20,3,3
917a100f-ee74-4370-bf60-7e527dffbad5,c35ede2b-81c0-4f9a-b989-74819a977673,2026-05,3,19,2,5
a6175e00-6997-4e34-83fe-e5ee040e3ebd,c35ede2b-81c0-4f9a-b989-74819a977673,2026-04,1,21,0,9
8d58a3f9-8b0e-4278-96b8-4bd95f2dc34d,c35ede2b-81c0-4f9a-b989-74819a977673,2026-03,3,19,9,0
7a04f048-e10e-4b0b-a215-2401541fb3d5,c35ede2b-81c0-4f9a-b989-74819a977673,2026-02,3,19,3,3
09a38029-2682-48ae-b553-1832205a8e8a,61dae17f-9258-4064-9c7e-c0ad712a0c92,2026-07,1,21,6,10
a2b81e2e-b62a-4f4c-b3a0-d89587f5ffbb,61dae17f-9258-4064-9c7e-c0ad712a0c92,2026-06,1,21,1,10
331b508c-bce2-444f-a1d0-5d8aa62747b4,61dae17f-9258-4064-9c7e-c0ad712a0c92,2026-05,3,19,7,10
360ac7a4-efd2-4109-b39c-8e8e6fc9a771,61dae17f-9258-4064-9c7e-c0ad712a0c92,2026-04,1,21,4,1
14fe9bce-0c70-4eaf-9e98-28fbac6c2e3e,61dae17f-9258-4064-9c7e-c0ad712a0c92,2026-03,3,19,10,10
f668de6b-2335-4258-88ab-a7a44571c63e,61dae17f-9258-4064-9c7e-c0ad712a0c92,2026-02,1,21,5,3
ed5261b4-944d-4a11-909c-2b5357b6a9fa,efc679de-95ae-4f43-8723-9cbc533618a5,2026-07,0,22,11,7
2287eb6e-6f33-4bb0-8fc0-65f2bcd6d300,efc679de-95ae-4f43-8723-9cbc533618a5,2026-06,1,21,9,2
31a3683b-5db5-47ac-8b73-2b00cc77f102,efc679de-95ae-4f43-8723-9cbc533618a5,2026-05,0,22,5,9
72506d41-5d5f-480b-81a8-4c5797a80bce,efc679de-95ae-4f43-8723-9cbc533618a5,2026-04,1,21,14,2
9188d144-0b0c-4fd0-9e65-6a440fb2fc72,efc679de-95ae-4f43-8723-9cbc533618a5,2026-03,0,22,9,4
c360d6b6-aa73-447f-80de-700c17c66478,efc679de-95ae-4f43-8723-9cbc533618a5,2026-02,1,21,11,5
6c65a2f5-dd47-45b9-8b10-1719a4a0528b,f94574b7-6a04-40b1-900b-eea46257330a,2026-07,1,21,5,2
97f18cd8-47da-4603-83c7-29551a7f9104,f94574b7-6a04-40b1-900b-eea46257330a,2026-06,1,21,6,6
eeaf1550-1f04-412f-b9c3-6149d4ee1446,f94574b7-6a04-40b1-900b-eea46257330a,2026-05,0,22,11,5
c1bed0dc-385e-46df-b6dd-2d16c6ccfcfd,f94574b7-6a04-40b1-900b-eea46257330a,2026-04,0,22,11,7
5e9d0ffa-96d9-4281-8e92-4401b08d3d32,f94574b7-6a04-40b1-900b-eea46257330a,2026-03,1,21,13,2
0b289656-6310-46a3-ac15-f9a3ea86822e,f94574b7-6a04-40b1-900b-eea46257330a,2026-02,1,21,8,5
29c02a1b-df60-4880-b387-bc972166c80c,1929b0d2-8c21-4d3c-af92-653d47525339,2026-07,1,21,12,1
0b45226b-1de6-42f3-ae3d-821ed4253e80,1929b0d2-8c21-4d3c-af92-653d47525339,2026-06,0,22,10,0
d6fc200d-44ea-4ba3-b795-48ea39fd0b90,1929b0d2-8c21-4d3c-af92-653d47525339,2026-05,0,22,5,0
e1f96bfb-b229-4375-aad6-70ac3a7f60e4,1929b0d2-8c21-4d3c-af92-653d47525339,2026-04,1,21,9,9
bf90e5c1-611d-4104-94be-4f004dbf23ea,1929b0d2-8c21-4d3c-af92-653d47525339,2026-03,1,21,14,2
d07598f1-ae64-448c-96da-3e23da7d6f18,1929b0d2-8c21-4d3c-af92-653d47525339,2026-02,1,21,7,0
5d25d067-a770-4a89-9b0b-628ad8e741da,1891210e-5c22-4407-a48c-b15d94eb8d00,2026-07,0,22,11,7
9699bf9d-6123-4978-a826-0a7a0c6dabe1,1891210e-5c22-4407-a48c-b15d94eb8d00,2026-06,1,21,13,7
95171562-dc97-4955-a7aa-272f754fae1b,1891210e-5c22-4407-a48c-b15d94eb8d00,2026-05,0,22,12,3
8f02f701-583b-4e30-819e-94d1faf5411f,1891210e-5c22-4407-a48c-b15d94eb8d00,2026-04,1,21,10,10
ba91886b-76f2-46fa-8d2a-d0c686ab8788,1891210e-5c22-4407-a48c-b15d94eb8d00,2026-03,0,22,12,4
44965451-fc4d-4459-8f9e-f59f9ddfd21a,1891210e-5c22-4407-a48c-b15d94eb8d00,2026-02,0,22,6,7
822d0403-9703-4673-8c7d-23db3a81769f,425b5cfb-d10a-495e-ac00-0650023c1d75,2026-07,0,22,12,10
085415fd-086b-47f8-b633-fd2dccf37c9d,425b5cfb-d10a-495e-ac00-0650023c1d75,2026-06,1,21,15,1
058ad1a9-9642-4750-a515-e31948d4ca69,425b5cfb-d10a-495e-ac00-0650023c1d75,2026-05,1,21,5,3
10f27828-231e-4a8a-873f-221f491eedf7,425b5cfb-d10a-495e-ac00-0650023c1d75,2026-04,1,21,15,9
b6374670-a610-408c-b023-babcc6902014,425b5cfb-d10a-495e-ac00-0650023c1d75,2026-03,0,22,13,7
94cdc5da-1550-4484-8353-d8c4cbef8a70,425b5cfb-d10a-495e-ac00-0650023c1d75,2026-02,1,21,14,2
51d825b5-39c7-4419-87f2-af8ca61dec00,7233f83a-2b1f-462c-ab9e-5f4fe792a184,2026-07,1,21,0,0
dad53dc7-debf-4d01-a750-cd6e692cef06,7233f83a-2b1f-462c-ab9e-5f4fe792a184,2026-06,1,21,4,7
9c628d33-165e-4655-a9ac-7c90ffd893a0,7233f83a-2b1f-462c-ab9e-5f4fe792a184,2026-05,1,21,3,6
ad168eee-60fc-496d-9213-b36bf03a6fe2,7233f83a-2b1f-462c-ab9e-5f4fe792a184,2026-04,3,19,9,10
23b7fb48-a1c2-464f-9848-995663627b8a,7233f83a-2b1f-462c-ab9e-5f4fe792a184,2026-03,1,21,8,6
36967135-6c52-469e-a238-de34e740fdd2,7233f83a-2b1f-462c-ab9e-5f4fe792a184,2026-02,1,21,1,7
bfc8494a-4a66-4ff0-a971-41efe1fed2db,9b7f8d5d-d5d6-4c93-b4f8-b70c6b20b7e9,2026-07,1,21,7,9
585a80ee-f597-4a50-bb15-43f66cabcf03,9b7f8d5d-d5d6-4c93-b4f8-b70c6b20b7e9,2026-06,1,21,10,5
bebeb6bb-2851-4506-bf84-de9c16baf501,9b7f8d5d-d5d6-4c93-b4f8-b70c6b20b7e9,2026-05,0,22,14,9
5822989f-dc0f-43dc-af9f-46e78cae9f62,9b7f8d5d-d5d6-4c93-b4f8-b70c6b20b7e9,2026-04,1,21,10,8
9127bd38-4341-4364-8a21-e28ceb8c09c8,9b7f8d5d-d5d6-4c93-b4f8-b70c6b20b7e9,2026-03,1,21,8,1
66119948-2499-4c3f-b599-088074c7132f,9b7f8d5d-d5d6-4c93-b4f8-b70c6b20b7e9,2026-02,0,22,13,4
e9be1172-5fd9-47d8-98ea-add2c1712a28,13f4f9d1-fdd6-4375-8e84-0394afb4507e,2026-07,0,22,8,8
7f7363cf-0d16-4692-acf4-979d0eb128b3,13f4f9d1-fdd6-4375-8e84-0394afb4507e,2026-06,1,21,6,1
b28f9839-90a8-4ed2-ad66-0288209c2b0a,13f4f9d1-fdd6-4375-8e84-0394afb4507e,2026-05,1,21,11,4
985a1a61-9914-4c08-97ad-8d6c5b3935a1,13f4f9d1-fdd6-4375-8e84-0394afb4507e,2026-04,1,21,14,4
2ce142a2-a8f1-4451-92d2-b1772b53b2fd,13f4f9d1-fdd6-4375-8e84-0394afb4507e,2026-03,1,21,5,6
4ef2b6e7-5810-4b65-9bc4-c41409fb4989,13f4f9d1-fdd6-4375-8e84-0394afb4507e,2026-02,0,22,9,0
0ad9b955-44cb-4731-9ed0-26d1a74b2b39,8bbcf34f-fa49-4736-883b-1412f1424334,2026-07,1,21,9,8
3e7b7d7a-0749-435b-85ba-55b5c950fa9e,8bbcf34f-fa49-4736-883b-1412f1424334,2026-06,2,20,6,1
0ac6f871-cd60-420c-90f9-fb093e6268d9,8bbcf34f-fa49-4736-883b-1412f1424334,2026-05,2,20,5,6
6e11f3fd-a905-4a59-80ff-ffe8b6262d55,8bbcf34f-fa49-4736-883b-1412f1424334,2026-04,2,20,0,10
b12b98b8-2ffa-4668-b019-9e352e11f53c,8bbcf34f-fa49-4736-883b-1412f1424334,2026-03,1,21,2,0
8a45ae4c-8d46-4d16-9a94-bf93b62d1ae9,8bbcf34f-fa49-4736-883b-1412f1424334,2026-02,2,20,2,2
21066167-fa2d-4e45-abc1-74a7ee62e5a7,bfac1873-fb76-48cb-9e19-89b3fbb09f1a,2026-07,1,21,8,6
bbc1d9c5-3c0d-4072-852e-6088951ea587,bfac1873-fb76-48cb-9e19-89b3fbb09f1a,2026-06,1,21,7,4
c4231f60-da97-42ac-bacc-d15f000b8831,8dc18e79-f634-44bd-9889-af51cddcde88,2026-07,1,21,11,4
d2790c9d-039a-40b0-81d8-a11b95f7cc94,8dc18e79-f634-44bd-9889-af51cddcde88,2026-06,1,21,15,8
aa403c86-aea9-4dad-a509-2c8cdb4132ad,8dc18e79-f634-44bd-9889-af51cddcde88,2026-05,0,22,11,0
c73d924c-5774-4a95-a1e2-4e9146cd0dd4,8dc18e79-f634-44bd-9889-af51cddcde88,2026-04,1,21,12,6
3ae13cc0-643a-4ba6-8204-3a8939a70641,8dc18e79-f634-44bd-9889-af51cddcde88,2026-03,1,21,11,8
782caaaf-90ff-47a0-af0f-5a1e5e4d2af8,8dc18e79-f634-44bd-9889-af51cddcde88,2026-02,0,22,13,9
23800b19-1ea3-4e53-a34b-3df4312feee4,a8042b6d-b4a1-4a7f-898e-5df959e8e775,2026-07,0,22,7,3
f083bcdf-b0ca-4445-b8f6-2d21f9dcbd40,a8042b6d-b4a1-4a7f-898e-5df959e8e775,2026-06,1,21,8,0
ae592046-3235-474d-909b-32b58d0b9afe,a8042b6d-b4a1-4a7f-898e-5df959e8e775,2026-05,0,22,7,2
902cf6db-0dc6-46f4-88bc-10ce1943cbbe,a8042b6d-b4a1-4a7f-898e-5df959e8e775,2026-04,1,21,6,8
3ac11f4f-2bf3-4861-b8a8-eb705066dbf4,a8042b6d-b4a1-4a7f-898e-5df959e8e775,2026-03,1,21,12,1
2bf13a6c-f089-4456-a2a8-b598d9b79490,a8042b6d-b4a1-4a7f-898e-5df959e8e775,2026-02,0,22,10,7
27643555-cb5d-4f14-961f-2a3df6126968,54b9faeb-4ca8-4631-9d61-6e8f5e6d513d,2026-07,3,19,10,4
2f349fa6-ca8c-4ee9-a9df-cf6b5ff1fb3f,54b9faeb-4ca8-4631-9d61-6e8f5e6d513d,2026-06,2,20,1,5
31090e15-6131-4720-86cf-ffcd17d64c05,54b9faeb-4ca8-4631-9d61-6e8f5e6d513d,2026-05,2,20,9,3
65141359-ce26-4ef3-91b4-0a869e0eecd8,54b9faeb-4ca8-4631-9d61-6e8f5e6d513d,2026-04,3,19,3,4
fea29423-2fa2-47e4-aa5c-5b4da512609b,54b9faeb-4ca8-4631-9d61-6e8f5e6d513d,2026-03,3,19,9,5
bef59490-85a1-4738-b0c2-d3e00203848d,54b9faeb-4ca8-4631-9d61-6e8f5e6d513d,2026-02,2,20,9,10
d0d798e2-3c79-42f7-a146-80ce9d74b557,da2f17b0-9937-4a5e-bf09-5c0687bec253,2026-07,1,21,9,8
09275cdf-8b2d-490d-80a4-d6bd0e8653d2,da2f17b0-9937-4a5e-bf09-5c0687bec253,2026-06,0,22,9,4
50212ce2-f199-4376-8cb9-fa2dd5ff6709,da2f17b0-9937-4a5e-bf09-5c0687bec253,2026-05,1,21,15,7
04ce8688-6542-4636-9088-3814ff952b2f,da2f17b0-9937-4a5e-bf09-5c0687bec253,2026-04,1,21,6,6
006190b1-cd28-4924-be9b-49f69a1856e9,da2f17b0-9937-4a5e-bf09-5c0687bec253,2026-03,0,22,11,5
ef1049a2-9170-4202-9213-22bfc401cb29,da2f17b0-9937-4a5e-bf09-5c0687bec253,2026-02,0,22,6,2
6dde9899-142d-4377-b1e3-f8ba892edf9c,415b86a1-447e-411f-9904-2570e6e1fdd9,2026-07,1,21,12,2
827996bf-3c56-4b75-aab5-3c17d3ae42b9,415b86a1-447e-411f-9904-2570e6e1fdd9,2026-06,0,22,9,7
bbbe3565-1534-4ff3-83b9-740461b24b0f,415b86a1-447e-411f-9904-2570e6e1fdd9,2026-05,0,22,10,4
0059160f-c99f-40fc-87a9-ad2788455ced,415b86a1-447e-411f-9904-2570e6e1fdd9,2026-04,1,21,13,8
f0e2bbf3-228d-4a61-9deb-12bc9cd13d02,415b86a1-447e-411f-9904-2570e6e1fdd9,2026-03,1,21,7,0
ebe54686-d450-4631-baf7-e540d907e73a,415b86a1-447e-411f-9904-2570e6e1fdd9,2026-02,0,22,10,4
ecb7391c-6728-4957-beb2-30fdc949aeb3,3547a4ae-e653-4fd6-9e4f-db2bce0fb0e3,2026-07,1,21,10,9
7213f4ee-6373-49b0-bb73-450730726c01,3547a4ae-e653-4fd6-9e4f-db2bce0fb0e3,2026-06,1,21,8,1
9f7e53fc-485a-4c0d-8cf8-077c7ff3c220,3547a4ae-e653-4fd6-9e4f-db2bce0fb0e3,2026-05,1,21,4,1
ba26306b-06a4-4389-a8b7-70f0d78252b6,3547a4ae-e653-4fd6-9e4f-db2bce0fb0e3,2026-04,3,19,4,10
d7f3211a-1bd3-4e3d-b40b-78def506073b,3547a4ae-e653-4fd6-9e4f-db2bce0fb0e3,2026-03,2,20,9,2
f3884eea-6ce7-4566-89ac-4fdaa2c1c1ee,3547a4ae-e653-4fd6-9e4f-db2bce0fb0e3,2026-02,1,21,6,7
d1174df9-b682-405d-9e4b-a0f9da1eb78b,728f6baa-c7d5-46b4-9758-7c1f94d5dfd7,2026-07,0,22,13,9
364b0fa9-2392-4575-9f1b-ef325408c077,728f6baa-c7d5-46b4-9758-7c1f94d5dfd7,2026-06,0,22,13,7
2fec9751-e09d-4440-82f1-251b31596ddd,728f6baa-c7d5-46b4-9758-7c1f94d5dfd7,2026-05,0,22,9,8
0e0ece0f-07e1-4166-a010-e2430e048f1c,728f6baa-c7d5-46b4-9758-7c1f94d5dfd7,2026-04,1,21,14,7
cd909a8b-b211-4c00-b349-f2c5c22b5f06,728f6baa-c7d5-46b4-9758-7c1f94d5dfd7,2026-03,1,21,7,1
acc19650-232d-4ec2-9f52-22a412834483,728f6baa-c7d5-46b4-9758-7c1f94d5dfd7,2026-02,0,22,10,3
e7788bb1-756a-496c-b50a-6944443386f9,a93c4e3c-ae9e-45cc-9e4e-cbbc80a2f4a2,2026-07,0,22,11,5
8648327e-c03f-4321-93cf-9aead2697f4d,a93c4e3c-ae9e-45cc-9e4e-cbbc80a2f4a2,2026-06,0,22,7,8
60549483-3099-44c7-a880-04ab02507202,a93c4e3c-ae9e-45cc-9e4e-cbbc80a2f4a2,2026-05,1,21,10,10
d3e658d5-e967-4636-9791-86aaebdf26de,a93c4e3c-ae9e-45cc-9e4e-cbbc80a2f4a2,2026-04,0,22,9,1
f98df9ac-08b3-4db5-b85b-f813e27d4bc5,a93c4e3c-ae9e-45cc-9e4e-cbbc80a2f4a2,2026-03,1,21,10,10
36463fd6-7f94-4cd5-8506-ae07c1ac7060,a93c4e3c-ae9e-45cc-9e4e-cbbc80a2f4a2,2026-02,0,22,14,0
9ed13137-b8c9-4b5c-a605-2b0a93de6be8,590abfa1-ce8b-4a0f-81e2-d19ef0343901,2026-07,0,22,5,6
5c2ca37f-bf48-4de3-9466-57da991d28fa,590abfa1-ce8b-4a0f-81e2-d19ef0343901,2026-06,0,22,14,9
58204060-49c7-440b-a060-e3ef11338d75,590abfa1-ce8b-4a0f-81e2-d19ef0343901,2026-05,1,21,11,5
8a6b5061-48c1-4662-a25f-58a30c0178fe,590abfa1-ce8b-4a0f-81e2-d19ef0343901,2026-04,1,21,11,0
1dd523ac-90bf-415b-a792-30834ba4a5fa,590abfa1-ce8b-4a0f-81e2-d19ef0343901,2026-03,1,21,15,6
22cf72fb-fcc9-43fe-8b69-d24d96665f68,590abfa1-ce8b-4a0f-81e2-d19ef0343901,2026-02,0,22,6,6
7995fc01-37e1-439a-baf3-29e5c6978957,935090e5-07f7-4727-9660-e88b2efdc951,2026-07,2,20,5,7
