SurveyID,EmployeeID,SurveyDate,EngagementScore,JobSatisfaction,WorkLifeBalance
232c3cbc-76b8-4b89-ad05-2c880640fcc4,a84ca342-b410-429f-a875-f43a2b5d66d7,2024-06-01,2,4,3
d38edaea-9c24-4409-be71-31d038914cca,ba26fc77-07aa-46cf-992b-be7a8c3ec8cb,2023-12-01,3,5,4
56b446fd-3cb4-47ae-9c5d-19f9a254e281,ba26fc77-07aa-46cf-992b-be7a8c3ec8cb,2024-06-01,3,4,5
bc08f203-715e-4cd1-ace7-6699c0af31b7,6d00c746-90ac-4831-8b0f-4cf696a631d1,2023-06-01,5,3,5
612028bc-147f-43f0-a1d4-ce4d47d99fd7,6d00c746-90ac-4831-8b0f-4cf696a631d1,2023-12-01,3,4,4
0d113550-4b77-4a85-b2e4-7c0409537755,6d00c746-90ac-4831-8b0f-4cf696a631d1,2024-06-01,3,4,5
687319bc-8673-4b8e-aa2d-20c8e287a2fc,4dfd46e1-2dbb-4917-9471-23b9f4b0817d,2023-06-01,4,3,2
33c309bd-414b-4cfc-88cc-ec9fbb48f438,4dfd46e1-2dbb-4917-9471-23b9f4b0817d,2023-12-01,4,2,4
72840f68-f050-4697-b255-d75bbc7c3e06,4dfd46e1-2dbb-4917-9471-23b9f4b0817d,2024-06-01,4,4,4
25c6104b-bd3a-4028-bda0-a5ebdc594dac,02e34fe3-d735-4e46-8518-0afa9bc707b9,2023-06-01,4,4,3
2642e737-8c4e-48e5-9f77-a524a0d1bb26,02e34fe3-d735-4e46-8518-0afa9bc707b9,2023-12-01,3,4,3
6cbd8234-3b54-474e-bc43-db276d0a5b59,02e34fe3-d735-4e46-8518-0afa9bc707b9,2024-06-01,3,2,1
8ff284cf-0948-4797-8c5d-7c8cd1a8941a,56b6b381-f04e-458f-b62d-26cc85af43a8,2023-06-01,2,3,3
7e79a536-4636-4c59-8062-1ee5088023e0,56b6b381-f04e-458f-b62d-26cc85af43a8,2023-12-01,2,1,1
f82784dc-6d1c-429c-ad54-2e14ae4c948f,0122f164-7393-4950-8db9-873ec9c0aaf9,2023-06-01,3,1,1
71bc0700-82ef-4569-be11-ef346f6a4e21,0122f164-7393-4950-8db9-873ec9c0aaf9,2024-06-01,3,2,2
7e91c6a5-ab22-45ec-b171-f74cc686988e,5aa9883b-27a7-466e-a9d9-15e790fafcee,2023-06-01,3,4,3
9f620f87-8253-4fac-8030-c3855b84048c,5aa9883b-27a7-466e-a9d9-15e790fafcee,2023-12-01,3,4,1
da0e790a-1df0-4376-ba0d-eca6a0efe29d,5aa9883b-27a7-466e-a9d9-15e790fafcee,2024-06-01,2,4,4
dca6513b-5a98-4ac7-b3db-a16d09aa1899,286aa56c-2d2a-4360-ab6a-7af75db36c78,2023-12-01,2,3,1
598a1ed0-5903-40f1-9169-c1b8a55ea859,286aa56c-2d2a-4360-ab6a-7af75db36c78,2024-06-01,3,1,3
d25b05f1-4327-427b-a9b3-d04e655f6d2c,20027bc6-c876-4238-8314-eeeee912fe4d,2023-06-01,4,2,1
7f1f4258-50d4-4723-91a7-841fefc03b4d,20027bc6-c876-4238-8314-eeeee912fe4d,2023-12-01,4,2,1
e2c690e8-b1d0-40bf-a52b-abd6b2d184ea,d4530d84-2aa4-427b-b0c1-e31677adcab7,2023-06-01,1,2,3
a296e83f-a225-45eb-86cb-5948964c0dd7,d4530d84-2aa4-427b-b0c1-e31677adcab7,2023-12-01,2,1,3
9ac7385b-8bac-4b37-b4d2-8028cc69eda0,d4530d84-2aa4-427b-b0c1-e31677adcab7,2024-06-01,1,3,3
692448a1-cc7b-4bb3-aa75-40c4d54869c2,fd2eb560-ff18-45d7-8674-3c52943ba503,2023-06-01,4,2,3
67b1ac03-c64e-40bf-9a3d-d1dba67bda84,fd2eb560-ff18-45d7-8674-3c52943ba503,2023-12-01,4,4,3
7433b4d8-0294-4ef8-acf4-7fc989628902,fd2eb560-ff18-45d7-8674-3c52943ba503,2024-06-01,2,2,3
bf65ce47-8a7d-45b9-a6ba-ad420c8ef49f,51f34a02-2bca-4f00-a58e-2180be144498,2023-06-01,2,4,1
65e5774f-8c7e-4189-b8cb-1165e9eb3969,51f34a02-2bca-4f00-a58e-2180be144498,2023-12-01,3,2,3
cb0341f5-d935-4776-88ba-82b97ed32c40,51f34a02-2bca-4f00-a58e-2180be144498,2024-06-01,4,2,4
762650e2-86b7-41c6-bd9b-e3a99ec6c446,c33c1495-1ded-46ee-a126-6efbc5e23645,2023-12-01,4,3,2
f5606d5a-9039-45e5-8ef3-09f76b8811ff,c33c1495-1ded-46ee-a126-6efbc5e23645,2024-06-01,3,4,3
aab089d0-3133-47f1-acb2-e2bef7fe233c,31026c95-2dc2-41c0-a0ce-406ff3a1d06a,2023-06-01,1,1,2
c451cdf9-3fa5-4869-8647-4fa958aff9df,31026c95-2dc2-41c0-a0ce-406ff3a1d06a,2023-12-01,2,2,1
bc72e3ae-7fe8-4ded-b4eb-e3c3d70c7fea,31026c95-2dc2-41c0-a0ce-406ff3a1d06a,2024-06-01,3,3,1
30cf1f51-c275-4487-9ddf-e1f306b82e8e,011168f7-88fe-40d8-9db6-c860c2bac25f,2023-06-01,2,1,3
e479c2e6-7ef7-4918-a0c2-9a452011c5c7,011168f7-88fe-40d8-9db6-c860c2bac25f,2023-12-01,1,2,2
7e394daf-ddd1-4b5b-81af-27c602c7167e,011168f7-88fe-40d8-9db6-c860c2bac25f,2024-06-01,3,2,1
beae5a3c-df24-4b4b-a9e7-d4a1904a61da,fac0c1cf-2ba9-4ba9-aea3-b44577de5338,2023-06-01,2,4,4
efe6f95d-9696-475b-99c1-6cfbbaab4d31,fac0c1cf-2ba9-4ba9-aea3-b44577de5338,2024-06-01,2,2,1
be4d4bcc-e547-4abd-877f-cd2bba051be7,999bc90a-6031-4d62-bc30-0a515d80f69d,2023-06-01,4,3,4
7a6fdbe2-310f-483c-ae81-bda093930a39,999bc90a-6031-4d62-bc30-0a515d80f69d,2023-12-01,4,3,3
e144d896-50d9-4816-a431-e6ab5b7c8adf,999bc90a-6031-4d62-bc30-0a515d80f69d,2024-06-01,5,5,2
5879a9c9-6679-4942-8a76-adc3302f2757,061f1610-ebef-4fbf-af9e-6690a71f41e3,2023-06-01,3,4,4
8f988543-4e54-4293-8b90-576d45d0ac26,061f1610-ebef-4fbf-af9e-6690a71f41e3,2023-12-01,3,3,2
f4216812-043f-4aa8-aa9d-c7ba5b236234,d86053c9-d9cc-43e1-8e4f-947647435782,2023-12-01,3,2,1
f113a7e6-b655-458a-9da3-397c569c710e,d86053c9-d9cc-43e1-8e4f-947647435782,2024-06-01,3,1,2
163085ab-285c-4982-8966-deddaa458787,19367c0a-eea6-44a8-b4d1-9957489a46e8,2023-12-01,3,3,4
2940fab8-8a21-4514-9de3-802a1b77770e,19367c0a-eea6-44a8-b4d1-9957489a46e8,2024-06-01,2,3,1
22a74dee-42c2-4957-9d3a-e0299adce28c,c73dc60e-aa50-47f2-b5f4-c2ec1e13759a,2024-06-01,3,2,1
92bf4077-18ff-485d-bd4e-c13667f675bc,53bcb883-806c-495a-8f3b-40f40d27b37e,2023-06-01,2,1,2
275d7c0d-2cf4-4091-b20e-dbc19df3c2d7,53bcb883-806c-495a-8f3b-40f40d27b37e,2023-12-01,3,2,2
ab6e0f74-8572-47c5-9ec9-3e7217d9a663,53bcb883-806c-495a-8f3b-40f40d27b37e,2024-06-01,3,1,2
3b69a9b1-1d57-4a23-a9d6-7a4a9202fa01,f4320692-5985-49c8-b550-2c529c1ad7bb,2024-06-01,1,1,1
d2ef1552-dcea-4d53-9a57-1022461508ab,8931948f-c39a-467d-b796-2d7726fa00c4,2024-06-01,2,4,2
f89b834b-0635-4a67-80c5-d9cae9ee253f,1dee5559-3cd8-4929-99db-eae0e04d3099,2023-12-01,3,2,4
fa4f36df-307f-40ce-8d40-36bff2c43458,32883f59-9a74-402b-83fb-7835b62dc743,2023-06-01,3,4,4
15708df3-ee1e-417f-b401-f39104bcc88b,32883f59-9a74-402b-83fb-7835b62dc743,2023-12-01,4,3,3
32ef818b-c325-42b9-bf16-112551164a32,32883f59-9a74-402b-83fb-7835b62dc743,2024-06-01,5,5,4
e588b988-9fe3-4113-87f2-732404a04578,13819ee3-74dd-4111-9c9a-656fa2496760,2023-06-01,2,3,2
db1c9f54-fa40-4a67-bd34-838d752c4be1,13819ee3-74dd-4111-9c9a-656fa2496760,2023-12-01,1,3,3
b507d601-fa17-4e27-b10e-c87dbdc1d5ca,13819ee3-74dd-4111-9c9a-656fa2496760,2024-06-01,3,2,3
f25e52b8-721f-46b4-ab3e-6c9e5845a755,c1dc3012-53bb-41fc-b834-a7e6bd2bba74,2023-06-01,3,3,2
3f7462b2-c0fa-4730-a1f9-fbbfaf915a7e,c1dc3012-53bb-41fc-b834-a7e6bd2bba74,2023-12-01,3,3,3
32017868-1709-4fad-9f75-8e79e680ac54,c1dc3012-53bb-41fc-b834-a7e6bd2bba74,2024-06-01,3,3,3
6d4e2a47-ba33-4d49-81aa-f3788c06e4cd,6b0c4e4a-6d70-46a8-9dd6-6ca8d1008168,2023-06-01,4,3,2
287331af-e2e6-4f98-95f5-8d0098da80bc,6b0c4e4a-6d70-46a8-9dd6-6ca8d1008168,2023-12-01,5,5,2
489eb3ea-d922-42db-a52e-81b868e90aab,6b0c4e4a-6d70-46a8-9dd6-6ca8d1008168,2024-06-01,3,3,2
37657966-96a7-4f39-a1d4-b4a7e66d8458,d09b4bdf-6e61-4a22-8a31-7b47d83bdc29,2023-06-01,3,3,2
e29b8a2d-afab-40f5-b3f1-7797a343596a,d09b4bdf-6e61-4a22-8a31-7b47d83bdc29,2023-12-01,4,4,5
8a88dc83-bf77-40e0-a7fb-b850e2b8de87,d09b4bdf-6e61-4a22-8a31-7b47d83bdc29,2024-06-01,4,5,4
c0b0bd0a-784f-4dfa-a9a4-58b55bd5c255,7634ce00-42a9-472c-9ccd-0c4dfea0502b,2023-12-01,3,3,3
be35a6ba-96b1-49ae-a6c7-e1c10091c37f,7634ce00-42a9-472c-9ccd-0c4dfea0502b,2024-06-01,5,4,3
6890e45a-d383-4254-826c-a2b8d0478b91,916d1222-063c-48ba-af92-9f76d7ceb2f3,2023-06-01,4,2,3
424e5acc-fd9b-4e1b-be5e-dd4b8935a5d8,916d1222-063c-48ba-af92-9f76d7ceb2f3,2023-12-01,3,3,2
e8e4e235-f52b-49f6-844c-b7c5fc2f204b,6133bd83-4009-4108-9f67-a4b84a8f7b7d,2023-06-01,3,2,4
207e5afb-e066-4bde-bc60-d2a1d8c3f995,6133bd83-4009-4108-9f67-a4b84a8f7b7d,2023-12-01,3,4,4
649983fe-b2d5-4d93-91fb-0dc50fa42d67,6133bd83-4009-4108-9f67-a4b84a8f7b7d,2024-06-01,2,3,2
04ddcd93-fcbc-4077-8464-782c9eac5e8c,829dbebd-ea99-481c-b349-ae234eb411bc,2023-06-01,2,4,2
38d42811-e878-4c7c-9dd7-45e0413093f6,829dbebd-ea99-481c-b349-ae234eb411bc,2023-12-01,2,3,2
ed9b220a-15c6-4ee6-9c01-1d7c8d95090a,7b7073eb-e380-4013-9531-af0dabaa1e6f,2023-06-01,2,3,3
cea37e11-070c-4482-a7a3-c8a64c32ae50,7b7073eb-e380-4013-9531-af0dabaa1e6f,2023-12-01,3,2,1
0491be9d-dfde-4221-98b9-3fcef59d12bb,7b7073eb-e380-4013-9531-af0dabaa1e6f,2024-06-01,4,3,3
afa230c4-a2fa-4d98-990a-d5fd11954ac0,e766582a-2524-49e6-8722-49d6d167a1a1,2023-12-01,4,2,1
f1d3a4d8-84e1-47ab-b5fc-00454bec9895,e766582a-2524-49e6-8722-49d6d167a1a1,2024-06-01,2,2,1
4bcf31c0-78cc-4f39-8079-5c81ce7f8ae8,c811708b-ca55-4008-97a2-f746ae3b2c10,2023-12-01,4,3,5
c4f1a132-f305-4df4-8028-932c9967a1a1,c811708b-ca55-4008-97a2-f746ae3b2c10,2024-06-01,5,5,5
df6e18ec-72d0-4c0f-a7f5-60a451a86c20,f93fdf3f-8f6c-473f-a530-84614977994f,2023-06-01,2,2,3
73eda194-ca91-469c-b96e-508f730efe21,f93fdf3f-8f6c-473f-a530-84614977994f,2023-12-01,4,2,3
d915863c-c982-44f0-b8eb-1cc64e94123d,f93fdf3f-8f6c-473f-a530-84614977994f,2024-06-01,2,4,2
f2f061f3-b51d-482e-9f9e-f99b15531799,fa91359c-c4c9-4218-b72b-69fd129f0de0,2023-06-01,4,5,3
d9daa1c9-9fe0-4557-a796-da2067615f2b,fa91359c-c4c9-4218-b72b-69fd129f0de0,2023-12-01,3,4,3
03702ab0-0f28-4b43-97b5-d687f0b5c3bf,fa91359c-c4c9-4218-b72b-69fd129f0de0,2024-06-01,5,3,2
5ea93c51-73e1-4c30-9444-3cb2ebef3706,c755a280-c7ca-4208-a1b6-1f0107f1dd36,2023-12-01,2,3,2
0121ab25-90f4-4ec2-9a70-7007925c3c24,c755a280-c7ca-4208-a1b6-1f0107f1dd36,2024-06-01,4,3,1
3fd16acd-e094-4fec-9e4e-d7eb7aaa12cb,53ef8ca1-1644-4d68-8dc1-9d5d73df8bf9,2023-06-01,4,4,2
c37a91f9-c841-4cdd-aefa-013301efb9ef,53ef8ca1-1644-4d68-8dc1-9d5d73df8bf9,2023-12-01,3,3,2
d3968d1b-d7fc-40bb-ab04-0b091a617143,53ef8ca1-1644-4d68-8dc1-9d5d73df8bf9,2024-06-01,3,4,4
693ea67b-84e4-47ad-b4cd-1a45d2a5fcac,056e5db3-6f38-44ba-96f7-3720357f9de2,2023-06-01,3,2,2
41592405-a514-450d-b848-4da3b483b495,056e5db3-6f38-44ba-96f7-3720357f9de2,2023-12-01,1,2,2
ee2b0035-c323-42ce-92b9-2db6b8df8344,7ce14528-ca1f-4aae-9740-0343ced48c96,2023-06-01,2,2,1
53fe75d6-3aa6-4349-b1ce-6867011ad15b,7ce14528-ca1f-4aae-9740-0343ced48c96,2023-12-01,3,3,2
601ac394-36ea-4217-bb1e-b268459d6f57,7ce14528-ca1f-4aae-9740-0343ced48c96,2024-06-01,3,2,3
d2c7eda6-1758-421c-8721-cbc411468970,e11c4eee-e111-4ee9-a729-d538178d7279,2023-12-01,2,2,4
d77582d7-da2c-4d3e-bfb0-52bf594da0de,e11c4eee-e111-4ee9-a729-d538178d7279,2024-06-01,2,2,1
40f770ef-75d3-45dc-9e20-621a42365d54,7eacb4d0-4bf6-4bda-ad75-349043f7c558,2023-06-01,4,2,1
d8a1ae25-5ec8-42b4-9e4c-e0f7a8fd8729,7eacb4d0-4bf6-4bda-ad75-349043f7c558,2023-12-01,4,4,4
bc7be8ef-82c1-4ed8-a0a3-02d7c6e59431,7eacb4d0-4bf6-4bda-ad75-349043f7c558,2024-06-01,4,3,3
81e5d0fa-6cb3-4515-8daa-c39626b43959,ae57c921-d9de-49f8-b1f9-96f7ffc7c49c,2023-06-01,2,4,3
18e270d3-8c8b-476a-9c19-66cb612de0c2,ae57c921-d9de-49f8-b1f9-96f7ffc7c49c,2023-12-01,2,3,3
e30a0571-6382-4f5b-8b40-89490322890c,ae57c921-d9de-49f8-b1f9-96f7ffc7c49c,2024-06-01,3,4,4
5facf11a-dde8-4ff2-93f7-ebb18d318458,be66fda1-20e3-4c70-ad47-78b7e4193a1a,2024-06-01,4,3,4
b3cc049f-c621-49ec-a98a-f10e8e941920,a8c31cfb-7def-43ba-a37b-c330d42514fd,2023-06-01,3,3,2
0b6a7e21-c743-40fa-be9d-882ee36eec87,a8c31cfb-7def-43ba-a37b-c330d42514fd,2023-12-01,1,1,1
dd703f8f-31e8-436e-a036-b55bcad8b893,a8c31cfb-7def-43ba-a37b-c330d42514fd,2024-06-01,3,3,3
b445be06-eb6f-4858-bc9f-ce9afe56fad9,a7ba7e59-ad90-4ac5-8c0b-2df086f9ce7e,2023-06-01,3,4,1
329be6b7-09c0-4be9-a285-864a23bbb636,a7ba7e59-ad90-4ac5-8c0b-2df086f9ce7e,2023-12-01,2,3,4
76e54052-f1b3-468c-9115-fbe8bd5f2527,0490c516-8827-4276-8125-5bef8cb776bd,2023-06-01,4,4,2
9dc075f4-d4e9-4802-a2ca-4789470406af,0490c516-8827-4276-8125-5bef8cb776bd,2023-12-01,4,4,2
7f30c949-c305-4eb7-bf66-9d8b2565ddfb,0490c516-8827-4276-8125-5bef8cb776bd,2024-06-01,4,2,3
3e6f3fb9-063b-43a6-be7d-6449a9156c27,f5b363c2-afd7-497b-a151-6c3d9278da01,2023-06-01,2,2,1
3c67eded-edd5-4517-aa94-2ab7ba04c652,f5b363c2-afd7-497b-a151-6c3d9278da01,2023-12-01,1,2,1
41f7b971-ce56-4f6e-afd5-3b1f75cca6c4,f5b363c2-afd7-497b-a151-6c3d9278da01,2024-06-01,3,2,2
33bf678a-34c8-4347-a985-74b21aa560e0,78bece57-9e3b-4e61-8cc6-3d088c9dd217,2023-06-01,4,2,2
17d721a0-e12a-432a-875c-3051e6248f28,78bece57-9e3b-4e61-8cc6-3d088c9dd217,2023-12-01,2,4,1
f1bd5dc3-21a9-493b-a4ea-8fc36e41d72d,78bece57-9e3b-4e61-8cc6-3d088c9dd217,2024-06-01,3,4,2
07c097fc-bfbd-4179-b1d2-3e689ec8f921,88d4b059-e245-4002-adbb-cbf5da7f34e5,2023-06-01,4,3,4
88548bbc-65a0-4af1-b244-d1943631d502,88d4b059-e245-4002-adbb-cbf5da7f34e5,2023-12-01,3,2,2
122dc4c6-951b-4911-bb61-867a106d1883,88d4b059-e245-4002-adbb-cbf5da7f34e5,2024-06-01,4,4,1
a3ccf910-8a3b-415b-9da4-dec552622e42,96bcd71e-d55d-4178-a6c1-f3e000f53c14,2023-06-01,4,2,3
744e4942-579c-4f35-8c68-892dfc462669,96bcd71e-d55d-4178-a6c1-f3e000f53c14,2024-06-01,4,2,4
c49192f7-3393-4597-ae1f-b9827672ac8a,ac262dd4-3e8c-40af-bfb8-d1cf57dd944a,2023-06-01,3,4,1
701bb331-9377-4946-9b7e-c77515f0bc5a,ac262dd4-3e8c-40af-bfb8-d1cf57dd944a,2024-06-01,2,4,2
f9d4252b-fe61-4138-87d2-4c69513d39fe,58738fd4-61d1-486a-b4f5-77e98edafd96,2024-06-01,2,4,3
39401c40-4485-4b16-8b0e-5011cdf0f253,9e5cd86e-6354-4655-ace0-5452f2bd11b1,2023-06-01,3,2,1
b185cc9c-1573-49f3-a4a1-8da5bab551b8,9e5cd86e-6354-4655-ace0-5452f2bd11b1,2023-12-01,4,3,2
fb4f408e-a32e-4659-846d-48583962b1cb,9e5cd86e-6354-4655-ace0-5452f2bd11b1,2024-06-01,4,2,4
b8022f0c-44a9-4da8-8a1d-ea1fc88978f3,8d43854b-5ef1-4a80-9860-6f0240aa9e76,2023-12-01,3,3,3
35c132a0-e9c8-406a-8cc5-e531ba6a0a67,8d43854b-5ef1-4a80-9860-6f0240aa9e76,2024-06-01,3,3,1
14932e1d-0675-422e-8910-7d868ee2fcc4,9c120512-7932-4ad9-98b4-5d5c9e98e7f3,2023-06-01,2,3,1
8cd26442-6bc6-4b88-bda6-76e9e6a740b2,9c120512-7932-4ad9-98b4-5d5c9e98e7f3,2023-12-01,1,2,2
9eff1cd3-48ee-4119-8aab-cdb8c8dfc0bf,9c120512-7932-4ad9-98b4-5d5c9e98e7f3,2024-06-01,2,3,1
9544aa0a-71f1-4ff8-b58d-88f3ce8780bb,0e7d3bd7-4e30-4da4-b182-4a64aff8f675,2023-06-01,4,2,1
9f698161-bb47-40b4-8034-811a960d9444,0e7d3bd7-4e30-4da4-b182-4a64aff8f675,2024-06-01,2,4,3
10ce7199-178e-400c-ada5-17a98b14e84f,fe68531f-d0fc-41b8-bbf7-5cd8b077cb14,2023-06-01,5,4,4
88a96e43-0919-4e1c-97b9-d907d848006c,fe68531f-d0fc-41b8-bbf7-5cd8b077cb14,2023-12-01,4,3,2
8a189677-2cf2-4790-ab24-4e386185d221,fe68531f-d0fc-41b8-bbf7-5cd8b077cb14,2024-06-01,5,5,3
84f30f4e-c15c-41a8-a4bc-5b565c01b763,acc35cdb-6d42-4140-a3fc-8c9299cef06e,2023-06-01,3,4,2
946c6fd8-86a9-4be6-b9bd-527e4f7f7bbe,acc35cdb-6d42-4140-a3fc-8c9299cef06e,2023-12-01,2,4,1
5b82ecfb-3d6a-48dd-b471-57be48391a78,acc35cdb-6d42-4140-a3fc-8c9299cef06e,2024-06-01,2,4,1
2973bdce-8d9b-4eb4-ba92-06a11516e2ea,cbb5474c-3919-4396-8526-1b5ef18f4dcd,2023-06-01,3,4,1
000e5877-b2b6-4947-959c-787b10e524da,cbb5474c-3919-4396-8526-1b5ef18f4dcd,2023-12-01,2,4,1
4850acb1-3ad9-4fa1-8035-7b916591a04a,cbb5474c-3919-4396-8526-1b5ef18f4dcd,2024-06-01,2,3,3
0677df1a-9fdb-4e66-802f-830926cf89d1,275cfec0-3ac1-46f5-8fb3-7e8926a9162c,2024-06-01,4,2,4
76d85b0c-1b85-4725-9f49-2b2f28e22c7f,7e1d8e45-bdd4-4165-bdff-135f6d4bbbf5,2023-06-01,4,2,2
e1c6dd32-93c0-43a4-9ba6-70c6edb1bc07,7e1d8e45-bdd4-4165-bdff-135f6d4bbbf5,2023-12-01,2,2,2
b47eb1b4-8325-47f5-8fc0-c601730bdd38,7e1d8e45-bdd4-4165-bdff-135f6d4bbbf5,2024-06-01,2,4,2
75c7df01-74b6-4e69-9dfa-24ee77839d6f,8d9ef4d9-703e-4982-96bd-f8ef47180cfa,2024-06-01,2,3,3
066eee99-2baf-4fe4-8c91-ad9791ae4ff8,83cd71af-5486-4dea-8fbd-21279e0b1337,2023-06-01,3,3,4
02069395-ea1a-455b-8031-a644e81edc25,83cd71af-5486-4dea-8fbd-21279e0b1337,2023-12-01,2,3,3
35894a2c-5397-401b-9d7a-f03f3d00c3dc,83cd71af-5486-4dea-8fbd-21279e0b1337,2024-06-01,3,4,4
0a46512c-57a6-4bcb-9d4c-5d8c22aa3bc9,cfc8f1c7-d54a-442e-b5ca-3cf52005311c,2023-06-01,4,4,4
56775197-dda3-4b6e-b1ae-fcf94d3dc33b,cfc8f1c7-d54a-442e-b5ca-3cf52005311c,2023-12-01,4,2,1
655786c2-c947-4d50-8737-525331f75a93,cfc8f1c7-d54a-442e-b5ca-3cf52005311c,2024-06-01,4,4,2
8880c1bf-346c-44fb-aaf2-96afc5b66151,09aa3abb-a394-4796-b3e6-ee41b6705ba1,2023-06-01,2,4,1
91d5fe25-2cf5-42ee-a1dd-0fd1a7dadcb2,09aa3abb-a394-4796-b3e6-ee41b6705ba1,2023-12-01,4,3,4
30b60352-6221-42e9-be6c-15e374a4590f,09aa3abb-a394-4796-b3e6-ee41b6705ba1,2024-06-01,4,4,1
d2fda0b4-ce0b-4271-9b3d-42c8d5448a78,3281be07-2911-467d-b211-72279f21897f,2023-06-01,3,3,3
cc148d9e-98d0-41bb-9a23-653fbdd82572,3281be07-2911-467d-b211-72279f21897f,2023-12-01,4,4,1
50c885b9-1959-4a99-879d-7b308aad4ca2,3281be07-2911-467d-b211-72279f21897f,2024-06-01,3,4,4
8d05bd4e-162d-4290-99bb-6146cec7ce62,7e7abf70-b4ef-4477-96d9-83361a8ec5ef,2023-06-01,3,3,3
51e8407e-4479-4eaf-b942-6cfcff3febc8,7e7abf70-b4ef-4477-96d9-83361a8ec5ef,2023-12-01,2,3,3
6a7bed92-d1e2-4d64-8ef7-492692feff41,7e7abf70-b4ef-4477-96d9-83361a8ec5ef,2024-06-01,1,1,3
ba95aa4d-7577-4e0d-8afb-6ef94106d906,6b083b89-4529-4863-8c76-4a724b18eac3,2023-06-01,4,4,1
701dccba-56a3-4ebb-9ac5-9e1da50b3ab3,6b083b89-4529-4863-8c76-4a724b18eac3,2023-12-01,2,3,3
8e5471ad-49eb-40a9-bc33-8598964373e9,6b083b89-4529-4863-8c76-4a724b18eac3,2024-06-01,3,4,4
17043bd0-89ac-4a08-944e-e7d0c39dec8a,52d4d9d4-288f-4ab2-a4cf-1f1e671b41ed,2023-12-01,2,4,1
b31af23e-3840-492c-8a35-7b1ac88bbcb1,52d4d9d4-288f-4ab2-a4cf-1f1e671b41ed,2024-06-01,2,3,3
5c5bac2c-4d5c-4ca1-a649-2786cbfdb9e2,191c01f7-5cfc-4b26-b082-1852903bd3fe,2023-12-01,3,3,4
46a7d9b7-1bfc-471b-8739-b36d9bdf9bb4,191c01f7-5cfc-4b26-b082-1852903bd3fe,2024-06-01,2,3,1
85efd67c-f96e-4d87-b284-c48c6e15aa94,4d2bcc3b-fb0b-40a1-9d38-38a538841fb8,2023-06-01,4,4,2
00e6e46f-19c3-40dc-8c04-cdb2516aff02,4d2bcc3b-fb0b-40a1-9d38-38a538841fb8,2023-12-01,3,4,4
46008fff-0344-415e-924a-bed295e6cc38,4d2bcc3b-fb0b-40a1-9d38-38a538841fb8,2024-06-01,3,3,1
3e5fea5a-315e-4b37-a6c3-c27ecc2e1300,bfc6287a-3543-4c1a-9d0a-4561ccfa3c9a,2023-06-01,3,2,4
d5212e3d-cae0-42e9-8c7c-13e6417c4245,bfc6287a-3543-4c1a-9d0a-4561ccfa3c9a,2023-12-01,4,3,1
cc1086ae-898e-473c-aeee-4a6ecd117aa3,146ca6bd-7c39-4fb6-b9c3-0d13f6157ab8,2023-06-01,4,2,4
80331e26-2011-4877-9ae2-ec814259e3f5,146ca6bd-7c39-4fb6-b9c3-0d13f6157ab8,2023-12-01,2,2,1
0817126e-a438-443c-999b-97976897d976,146ca6bd-7c39-4fb6-b9c3-0d13f6157ab8,2024-06-01,2,4,3
09d1168b-f315-4af5-b21b-79a5d22a2ec4,2a17b4fb-bf60-400b-9a5a-92976b046a22,2023-12-01,4,3,4
0a9a2709-670f-449f-891f-0f445367fa3f,2a17b4fb-bf60-400b-9a5a-92976b046a22,2024-06-01,4,3,4
ea4ab4ce-ba74-4c10-9ee0-7d3b9f1907d5,19990549-597c-4764-9220-f264aca32878,2023-12-01,4,4,5
fd562e5e-a764-4a46-95c3-7f86655c86cd,19990549-597c-4764-9220-f264aca32878,2024-06-01,5,3,5
2c459827-c988-49fb-9e05-59b9aebfe5cf,e16587dc-749a-4485-8273-481a169a0e9a,2023-06-01,3,3,3
42719be0-5070-4e33-9532-5e1db891c678,e16587dc-749a-4485-8273-481a169a0e9a,2024-06-01,1,2,1
c56f3945-3878-4606-944b-5f3ba9e2fca9,8ff28551-a22d-4654-b397-b1fefab19613,2023-06-01,4,2,2
f2705a48-c896-45f3-9e32-0ea57c5b22b5,8ff28551-a22d-4654-b397-b1fefab19613,2024-06-01,4,2,1
d88bc3b5-6136-4314-be54-383f0ad4df40,cc6727fd-d4c2-4e16-b121-5976965ad709,2023-06-01,2,2,1
d54bec22-052c-4ccc-99ca-00d575d1a893,cc6727fd-d4c2-4e16-b121-5976965ad709,2023-12-01,2,2,1
8532f5dc-e657-4e43-bd8a-daa0e9303d22,cc6727fd-d4c2-4e16-b121-5976965ad709,2024-06-01,2,2,1
6912edd8-c73d-4356-a67d-4a3ba264e1fa,0da49405-2868-4132-9e10-09f396edcbae,2023-06-01,4,2,1
608bcc18-d79e-4206-8ab0-ddfd966f9704,0da49405-2868-4132-9e10-09f396edcbae,2024-06-01,4,4,1
16df3f4b-92f8-4d20-9ba0-4c35174e8d02,536b713f-830d-4ea2-914e-b7fc4b2872ed,2023-06-01,3,4,3
29430af7-d27f-4651-ad04-e82a8cd47278,536b713f-830d-4ea2-914e-b7fc4b2872ed,2023-12-01,2,2,1
fde865a9-ea6e-499a-b7bf-45a27b9f6624,536b713f-830d-4ea2-914e-b7fc4b2872ed,2024-06-01,3,2,4
